number,word,example
7106,novice,The guide offered helpful tips for novice hikers venturing into the backcountry.
7107,veteran,My grandfather is a veteran of World War II and still shares stories from his time in the service.
7107,veteran,"The company is looking to hire veterans, recognizing their valuable skills and experience."
7107,veteran,"As a veteran teacher, Mrs. Davis has seen countless students pass through her classroom and go on to achieve great things."
7107,veteran,We honored the veterans at the Memorial Day parade with a special ceremony and a moment of silence.
7107,veteran,"After years of battling addiction, he's a veteran of numerous rehab programs and is finally on the path to recovery."
7108,interact,It's important for children to interact with their peers to develop social skills.
7108,interact,The software allows users to interact with data in a more intuitive way.
7108,interact,"I try to interact with my neighbors whenever I get the chance, even if it's just a quick hello."
7108,interact,The study examined how different medications interact with each other in the body.
7108,interact,"During the conference, attendees had ample opportunities to interact with leading experts in the field."
7109,tavern,"After a long day of travel, we decided to stop at a cozy tavern for a hearty meal and a pint of ale."
7109,tavern,"The historical society is trying to preserve the old tavern, as it's one of the oldest buildings in the town."
7109,tavern,Legend has it that the pirate captain Blackheart buried his treasure somewhere near the tavern on the coast.
7109,tavern,"Instead of going to a fancy restaurant, let's just grab some burgers and beers at the tavern down the street."
7109,tavern,"The mayor announced plans to revitalize the downtown area, including attracting new businesses and renovating the old tavern."
7110,intervene,The teacher had to intervene when the two students started arguing in the hallway.
7110,intervene,"I didn't want to intervene in their personal lives, but I was worried about her safety."
7110,intervene,The United Nations may intervene if the conflict escalates and threatens regional stability.
7110,intervene,"If you see someone being bullied, it's important to intervene and offer support."
7110,intervene,"Hopefully, the new regulations will intervene in the spread of misinformation online."
7111,adolescent,The adolescent years are often marked by significant emotional and physical changes.
7111,adolescent,"As an adolescent, she spent hours in her room listening to music and writing in her journal."
7111,adolescent,The community center offers programs specifically designed to help adolescents develop leadership skills.
7111,adolescent,"He's still a bit awkward, but he's a typical adolescent figuring out who he is."
7111,adolescent,Studies show that access to mental health resources can significantly improve outcomes for adolescents struggling with anxiety and depression.
7112,lure,The promise of a higher salary can lure employees away from their current jobs.
7112,lure,Fishermen often use worms or shiny objects to lure fish to their hooks.
7112,lure,Don't let their charming words lure you into a bad investment.
7112,lure,The bright lights and exciting atmosphere of the city can lure young people from small towns.
7112,lure,Detectives used a fake online profile to lure the suspect into a meeting.
7113,obscene,The graffiti on the wall was filled with obscene language and drawings.
7113,obscene,I found the comedian's routine to be unnecessarily obscene and offensive.
7113,obscene,"The company's profits were considered obscene, especially given the low wages they paid their workers."
7113,obscene,He was fined for making obscene gestures at the opposing team during the game.
7113,obscene,"The judge ruled that the book was not obscene because it had artistic merit, despite some explicit content."
7114,pronography,The internet filter blocked access to several websites due to concerns about pornography.
7114,pronography,The debate over the definition of pornography and its impact on society continues to be complex and controversial.
7114,pronography,He argued that the film crossed the line into pornography and should be censored.
7114,pronography,Some people believe that access to pornography can desensitize individuals to violence and exploitation.
7114,pronography,She felt uncomfortable with the overt sexualization and what she considered to be the exploitative nature of the pornography industry.
7115,supervisor,My supervisor approved my vacation request for next month.
7115,supervisor,The construction site supervisor is responsible for ensuring all safety regulations are followed.
7115,supervisor,"Before submitting the report, please have your supervisor review it for any errors."
7115,supervisor,"During my internship, I learned a lot from my supervisor about project management techniques."
7115,supervisor,"If you have any questions about the new policy, please contact your direct supervisor for clarification."
7116,mumble,He began to mumble something about forgetting his keys and rushed out the door.
7116,mumble,I couldn't understand what she said because she tended to mumble when she was nervous.
7116,mumble,"The professor asked the student to speak up, as he was mumbling and difficult to hear from the back of the lecture hall."
7116,mumble,"During the play, the actor started to mumble his lines, causing confusion among the audience."
7116,mumble,"Instead of clearly stating his opinion, he would often just mumble under his breath, avoiding direct confrontation."
7117,voucher,I received a voucher for a free haircut at the salon for my birthday.
7117,voucher,"The airline sent me a voucher as compensation for the delayed flight, which I can use on my next booking."
7117,voucher,Don't forget to use your discount voucher before it expires at the end of the month.
7117,voucher,"As part of the employee wellness program, we each received a voucher for a massage or a gym membership."
7117,voucher,Please present your voucher at the reception desk to redeem your prize.
7118,notify,Please notify me as soon as you receive the package.
7118,notify,The company will notify all affected customers about the data breach.
7118,notify,I'll notify the authorities if I see anything suspicious.
7118,notify,Could you please notify the front desk when you're ready to check out?
7118,notify,You will be notified of the interview results within one week of the application deadline.
7119,processor,My computer is running slowly; I think I need to upgrade the processor.
7119,processor,The food processor made quick work of chopping all the vegetables for the soup.
7119,processor,"The image processor in this camera is top-of-the-line, resulting in incredibly sharp photos."
7119,processor,Our company is looking for a skilled engineer with experience in designing high-performance processors.
7119,processor,"Before purchasing a new laptop, be sure to check the specifications of its processor to ensure it meets your needs."
7120,commentator,The sports commentator's enthusiastic delivery really enhanced the excitement of the game.
7120,commentator,Several political commentators have criticized the president's recent policy decisions.
7120,commentator,"As a historical commentator, she provided valuable context and analysis to the documentary."
7120,commentator,"He's become quite the social media commentator, always sharing his opinions on current events."
7120,commentator,The commentator pointed out that the team's defense was significantly weaker than in previous seasons.
7121,paraphrase,Could you paraphrase that last point? I didn't quite understand what you meant.
7121,paraphrase,The lawyer attempted to paraphrase the witness's statement to clarify the key details for the jury.
7121,paraphrase,"Instead of directly quoting the author, try to paraphrase the ideas in your own words to show you understand them."
7121,paraphrase,"In academic writing, it's crucial to properly cite your sources, even when you paraphrase someone else's work."
7121,paraphrase,"To paraphrase a famous saying, 'Don't count your chickens before they hatch,' meaning don't assume success before it actually happens."
7122,misleading,"The advertisement was deliberately misleading, exaggerating the product's benefits to lure customers."
7122,misleading,Don't be misled by his charming demeanor; he's known for being manipulative.
7122,misleading,"The initial reports were misleading, and a more accurate picture of the situation has since emerged."
7122,misleading,"I found the wording of the contract to be somewhat misleading, so I asked a lawyer to review it."
7122,misleading,"The map was outdated and therefore misleading, leading us to take a wrong turn."
7123,celebrity,The paparazzi followed the celebrity relentlessly after she left the restaurant.
7123,celebrity,"That new perfume is endorsed by a major celebrity, so it's expected to be a bestseller."
7123,celebrity,"Despite his celebrity, he always makes time to volunteer at the local animal shelter."
7123,celebrity,"I heard a rumor that she's dating a celebrity chef, but I don't know if it's true."
7123,celebrity,"The charity gala attracted numerous celebrities, all eager to support the important cause."
7124,rave,"The critics all rave about the new restaurant downtown; apparently, the chef is incredibly talented."
7124,rave,"I didn't enjoy the movie at all, but my sister absolutely raved about it, saying it was the best film she'd seen all year."
7124,rave,"She began to rave incoherently after the accident, making it difficult for the paramedics to understand what had happened."
7124,rave,"The company received rave reviews for its innovative new software, which is expected to revolutionize the industry."
7124,rave,"We used to go to raves every weekend when we were younger, dancing all night to electronic music."
7125,cruiser,"We took a relaxing Caribbean cruise last winter aboard a large, modern cruiser."
7125,cruiser,"The police cruiser sped down the street, its siren wailing."
7125,cruiser,"During World War II, cruisers played a vital role in naval battles across the Pacific."
7125,cruiser,"He enjoys cycling around town on his beach cruiser, especially on sunny days."
7125,cruiser,The naval museum features a retired cruiser that visitors can tour to learn about its history and weaponry.
7126,missionary,My grandmother volunteered at the local church and often supported a missionary family serving in South America.
7126,missionary,The historical account detailed the struggles and successes of the missionary who first brought Christianity to the remote island.
7126,missionary,He felt a strong calling to become a missionary and dedicate his life to helping others overseas.
7126,missionary,The anthropologist studied the complex relationship between the indigenous population and the missionary efforts in the region.
7126,missionary,Are you familiar with the work of that famous missionary doctor who established hospitals throughout Africa?
7127,recount,Could you recount what happened at the meeting yesterday? I wasn't able to attend.
7127,recount,The historian meticulously recounts the events leading up to the French Revolution in his latest book.
7127,recount,Let me recount a funny story that happened to me on my way to work this morning.
7127,recount,"Before we make any decisions, I want to recount the reasons why we initially chose this strategy."
7127,recount,The witness was asked to recount her version of the accident to the police.
7128,testament,The beautifully restored car is a testament to the owner's dedication and hard work.
7128,testament,Her tireless efforts in advocating for the homeless are a testament to her compassionate nature.
7128,testament,This ancient manuscript is a testament to the enduring power of human storytelling.
7128,testament,I believe his success as a CEO is a testament to his exceptional leadership skills and strategic thinking.
7128,testament,The fact that they're still together after all these years is a testament to their strong and unwavering love for each other.
7129,retort,"""That's ridiculous!"" she retorted, slamming the door behind her."
7129,retort,"When he accused her of being late, her quick retort was, ""Well, you're never on time either!"""
7129,retort,"The politician offered a sharp retort to the accusations, denying any wrongdoing and accusing his opponent of slander."
7129,retort,"Instead of engaging in a heated argument, she chose to offer no retort and simply walked away."
7129,retort,"His initial statement was met with immediate retorts from the audience, who clearly disagreed with his perspective."
7130,resentful,"She was resentful of her brother's success, feeling that she worked just as hard but received less recognition."
7130,resentful,"After being passed over for the promotion, Mark became quiet and resentful, avoiding his colleagues."
7130,resentful,The villagers grew resentful of the government's broken promises and lack of support.
7130,resentful,"I felt resentful when I had to pick up the slack for my roommate, who never seemed to do his share of the chores."
7130,resentful,His resentful tone made it clear that he hadn't forgiven me for the mistake I made years ago.
7131,coincidence,It was quite a coincidence that we were both wearing the same shirt to the party.
7131,coincidence,"By pure coincidence, I ran into my old college roommate at the airport after not seeing him for fifteen years."
7131,coincidence,The detective didn't believe it was a coincidence that all the victims knew each other; he suspected a deeper connection.
7131,coincidence,What a coincidence! I was just thinking about calling you when you texted me.
7131,coincidence,"While some might dismiss it as coincidence, the recurring pattern suggests a more significant underlying cause."
7132,waltz,"They decided to waltz around the ballroom floor, lost in the music and each other's arms."
7132,waltz,"The negotiations seemed to waltz along, making progress one day only to stall the next."
7132,waltz,I'd love to learn how to waltz properly; it looks so elegant and graceful.
7132,waltz,"The company tried to waltz through the regulatory process, but they were quickly caught and fined."
7132,waltz,"As the clock struck midnight, the orchestra began to play a Strauss waltz, signaling the start of the new year."
7133,socialize,I'm looking forward to going to the party this weekend and having a chance to socialize with my friends.
7133,socialize,The company encourages employees to socialize during lunch breaks to foster a more collaborative work environment.
7133,socialize,"It can be difficult for introverts to socialize in large groups, but small gatherings can be more manageable."
7133,socialize,"After being home sick for a week, I'm eager to get back to work and socialize with my colleagues again."
7133,socialize,The community center offers a variety of programs designed to help seniors socialize and stay active.
7134,stammer,He began to stammer nervously when the police officer asked him where he was last night.
7134,stammer,"The public speaker's confidence faltered, causing him to stammer mid-sentence."
7134,stammer,"Although she knew the answer, her anxiety made her stammer and struggle to articulate her thoughts clearly."
7134,stammer,"The child, overwhelmed with excitement, could only stammer a few incoherent words about the surprise."
7134,stammer,"Years of therapy helped him overcome his stammer, allowing him to speak fluently and confidently."
7135,prophecy,The old woman's prophecy about the coming storm turned out to be eerily accurate.
7135,prophecy,Many believe that the ancient prophecies foretell the end of the world as we know it.
7135,prophecy,"I'm skeptical of such things, but the sheer number of coincidences makes me wonder if there's any truth to the prophecy."
7135,prophecy,"The self-fulfilling prophecy occurred when the rumors of the company's bankruptcy caused investors to pull out, leading to its actual collapse."
7135,prophecy,"Despite the grim prophecy, the rebels refused to give up hope, determined to forge their own destiny."
7136,underestimate,Don't underestimate the power of a good night's sleep; it can drastically improve your focus.
7136,underestimate,"The manager underestimated the amount of time it would take to complete the project, leading to missed deadlines."
7136,underestimate,We shouldn't underestimate her experience; she's been working in this field for over twenty years.
7136,underestimate,I think you're underestimating how difficult it will be to learn a new language fluently.
7136,underestimate,"The impact of social media on political campaigns is often underestimated, especially among older generations."
7137,enterprising,She's an enterprising young woman who started her own business selling handmade jewelry.
7137,enterprising,The company is looking for enterprising individuals who can think outside the box and come up with innovative solutions.
7137,enterprising,Our enterprising neighbor organized a neighborhood watch program to combat the recent increase in burglaries.
7137,enterprising,He was praised for his enterprising spirit and his ability to turn a small investment into a significant profit.
7137,enterprising,"To succeed in this competitive market, you need to be enterprising and constantly seek out new opportunities."
7138,stamina,Marathon runners require incredible stamina to complete the 26.2-mile race.
7138,stamina,I've been trying to improve my stamina by running every morning.
7138,stamina,"The debate went on for hours, and I was impressed by the speaker's stamina."
7138,stamina,"After recovering from the flu, it took me a while to regain my usual stamina."
7138,stamina,You'll need a lot of mental stamina to get through this challenging project.
7139,frantic,The mother was frantic when she couldn't find her child in the crowded mall.
7139,frantic,"In a frantic attempt to meet the deadline, the team worked through the night without sleep."
7139,frantic,"After realizing she missed her flight, she made a frantic phone call to the airline, desperately hoping to rebook."
7139,frantic,The frantic pace of life in the city can be overwhelming at times.
7139,frantic,The news report described the frantic search for survivors after the earthquake struck.
7140,mob,The concert was canceled due to fears that a mob would form outside the venue.
7140,mob,A mob of reporters surrounded the celebrity as she left the restaurant.
7140,mob,"The villagers, fueled by anger and misinformation, turned into a violent mob."
7140,mob,He felt like he was constantly being mobbed by requests from different departments.
7140,mob,The online store was offering such steep discounts that customers were practically mobbing the checkout counter.
7141,batter,"The chef prepared a light batter for the tempura, ensuring a crispy texture."
7141,batter,"After the severe hailstorm, the car's hood was completely battered and dented."
7141,batter,"He used a thick batter of flour, eggs, and milk to coat the chicken before frying it."
7141,batter,The prosecutor argued that the defendant had a history of domestic violence and would likely batter his partner again.
7141,batter,"Before you grill the fish, dip it in the batter; it adds a nice flavor and prevents sticking."
7142,buckle,Please buckle your seatbelt before we start the car.
7142,buckle,The old leather belt started to buckle under the weight of his tools.
7142,buckle,"After months of pressure, the company had to buckle and agree to the union's demands."
7142,buckle,"She tightened the buckle on her backpack, ready for the long hike ahead."
7142,buckle,"The metal of the bridge began to buckle in the extreme heat, causing engineers to close it for repairs."
7143,parachute,"The pilot had to eject from the failing aircraft, relying on his parachute to land safely."
7143,parachute,"Skydiving is an exhilarating sport, but you must always double-check your parachute before jumping."
7143,parachute,The company is offering a 'golden parachute' severance package to its executives as part of the merger agreement.
7143,parachute,"During the rescue mission, supplies were dropped by parachute to the stranded hikers."
7143,parachute,"I've always wanted to try paragliding, but the thought of trusting my life to a parachute still makes me nervous."
7144,cockpit,"The pilot settled into the cockpit, running through the pre-flight checklist with practiced ease."
7144,cockpit,"From the cockpit, the view of the approaching storm clouds was both terrifying and awe-inspiring."
7144,cockpit,The engineers redesigned the cockpit to improve ergonomics and reduce pilot fatigue on long flights.
7144,cockpit,"He always dreamed of being in the cockpit of a fighter jet, soaring through the sky at supersonic speeds."
7144,cockpit,"After the crash, the investigators meticulously examined the cockpit voice recorder to understand what happened in the final moments."
7145,chirp,I woke up to the sound of birds chirp outside my window.
7145,chirp,"The cricket began to chirp its nightly song, filling the quiet meadow with sound."
7145,chirp,"She tried to chirp up her friend, who was feeling down after a bad day at work."
7145,chirp,"Despite the gloomy weather, the robin continued to chirp merrily from the branch."
7145,chirp,"The team's new communication platform allows for quick 'chirps' of information, keeping everyone updated on project progress."
7146,pleasantly,"The weather was pleasantly warm, perfect for a stroll in the park."
7146,pleasantly,I was pleasantly surprised to see so many familiar faces at the reunion.
7146,pleasantly,"The new manager was pleasantly assertive, taking charge without being overbearing."
7146,pleasantly,"We spent a pleasantly quiet evening at home, reading and listening to music."
7146,pleasantly,"The hotel room, while small, was pleasantly decorated and very clean."
7147,farmyard,"The children loved visiting the farmyard, especially seeing the piglets playing in the mud."
7147,farmyard,"A pungent smell hung in the air, a mixture of hay, manure, and the general aroma of a busy farmyard."
7147,farmyard,"The old tractor, a relic of a bygone era, sat rusting quietly in a corner of the farmyard."
7147,farmyard,We need to ensure the farmyard is secure at night to protect the livestock from predators.
7147,farmyard,"The artist captured the rustic charm of the farmyard in his watercolor painting, highlighting the vibrant colors of the chickens and the weathered wood of the barn."
7148,prosecutor,The prosecutor presented compelling evidence that linked the defendant to the crime scene.
7148,prosecutor,"After years of dedicated service, she was promoted to the position of lead prosecutor for the county."
7148,prosecutor,The defense attorney argued that the prosecutor was overzealous and pursuing the case without sufficient proof.
7148,prosecutor,I saw on the news that the prosecutor decided not to press charges due to lack of evidence.
7148,prosecutor,The victim's family hopes the prosecutor will seek the maximum penalty allowed by law.
7149,clech,"I tried to tighten the bolt, but the wrench slipped and now the head is all cleched."
7149,clech,"The old wooden door was cleched shut, I had to really force it open."
7149,clech,"After the accident, the metal of the car was horribly cleched and twisted."
7149,clech,He cleched his fist in anger when he heard the news.
7149,clech,The two pieces of metal were so tightly cleched together that we couldn't separate them without a cutting torch.
7150,don,Don't forget to take out the trash before you leave for work.
7150,don,"He's a professor at the university, a real academic don."
7150,don,The mob boss was often referred to as 'Don' by his associates.
7150,don,"I don't think I can make it to the party tonight, but thanks for the invite, don!"
7150,don,The university decided to don new robes for the graduation ceremony.
7151,striped,The referee wore a black and white striped shirt.
7151,striped,I love your striped dress; where did you get it?
7151,striped,"The cat was hiding in the tall grass, its striped tail twitching nervously."
7151,striped,"The museum featured an exhibit of antique fabrics, including a beautifully preserved striped silk from the 18th century."
7151,striped,He opted for the striped tie to add a touch of personality to his otherwise conservative suit.
7152,crater,The bomb left a huge crater in the middle of the field.
7152,crater,"Looking through the telescope, we could clearly see the craters on the surface of the moon."
7152,crater,The volcanic eruption formed a new crater at the summit of the mountain.
7152,crater,"My attempt to bake a cake was a complete disaster; the top caved in, leaving a crater in the center."
7152,crater,Scientists are studying the impact crater in Arizona to learn more about meteor collisions on Earth.
7153,emit,The old fireplace seemed to emit a comforting warmth even before we lit the fire.
7153,emit,This type of vehicle emits significantly fewer greenhouse gases compared to older models.
7153,emit,"During the press conference, the company spokesperson refused to emit any details about the upcoming product launch."
7153,emit,"Frustrated, she let out a sigh, trying not to emit any further negativity into the already tense meeting."
7153,emit,"The bioluminescent fungi emit a soft, ethereal glow that illuminates the forest floor at night."
7154,toxic,The toxic work environment was impacting everyone's mental health.
7154,toxic,I had to end the friendship because it had become too toxic and draining.
7154,toxic,Scientists are investigating the toxic effects of the chemical spill on the local wildlife.
7154,toxic,"Some online communities can be incredibly toxic, filled with negativity and hate speech."
7154,toxic,"That politician's rhetoric is often considered toxic, as it promotes division and prejudice."
7155,volcanic,"The volcanic eruption sent ash and smoke miles into the atmosphere, disrupting air travel."
7155,volcanic,The soil in this region is incredibly fertile due to its volcanic origin.
7155,volcanic,"We hiked up to the volcanic crater, marveling at the stark, otherworldly landscape."
7155,volcanic,Her temper was volcanic; she could go from calm to furious in an instant.
7155,volcanic,"Geologists are closely monitoring the volcanic activity on the island, watching for signs of another eruption."
7156,gulp,He took a large gulp of water after the intense workout.
7156,gulp,She had to gulp back tears when she heard the sad news.
7156,gulp,"I could only manage a small gulp of the thick, unfamiliar soup."
7156,gulp,"Seeing the massive amount of paperwork on his desk, he had to gulp down his anxiety and get started."
7156,gulp,"With a nervous gulp, she stepped onto the stage to give her presentation."
7157,tonic,The sea air and sunshine were a great tonic after a long winter spent indoors.
7157,tonic,He added a splash of tonic water to his gin for a refreshing drink.
7157,tonic,The doctor prescribed a tonic to help boost her appetite and overall health.
7157,tonic,A good night's sleep can be a powerful tonic for stress and anxiety.
7157,tonic,The speaker's upbeat message served as a tonic for the weary crowd.
7158,innkeeper,"The weary travelers sought refuge at the inn, hoping the innkeeper had a room available."
7158,innkeeper,"According to local legend, the old innkeeper buried a treasure somewhere on the property."
7158,innkeeper,We asked the innkeeper for recommendations on the best hiking trails in the area.
7158,innkeeper,"Running the inn wasn't always easy, but the innkeeper took pride in providing a comfortable stay for her guests."
7158,innkeeper,The historical society is researching the role of the innkeeper in providing vital services to stagecoach travelers during the 19th century.
7159,gush,"The broken pipe caused water to gush into the basement, ruining everything."
7159,gush,"Critics tend to gush about the director's latest film, praising its originality and emotional depth."
7159,gush,"I tried to stop the bleeding, but blood continued to gush from the wound."
7159,gush,"She didn't want to gush too much about her new boyfriend, but she was clearly very happy."
7159,gush,"When the dam gates were opened, a torrent of water began to gush downstream."
7160,hose,Could you please grab the hose from the garage? I need to water the garden.
7160,hose,The firefighters quickly unrolled the fire hose and aimed it at the burning building.
7160,hose,We had to replace the garden hose because it had developed a large crack and was leaking.
7160,hose,"During the car wash, the attendant used a high-pressure hose to blast away the dirt and grime."
7160,hose,"The factory utilizes a durable, reinforced hose to transport chemicals between different processing units."
7161,hitch,"We wanted to go camping this weekend, but there's a hitch – the car needs repairs."
7161,hitch,The climber secured the rope with a hitch to the anchor point before starting the descent.
7161,hitch,"After a slight hitch in the negotiations, both companies finally reached an agreement."
7161,hitch,I'm going to try and hitch a ride into town; the bus isn't running today.
7161,hitch,"The bride looked radiant, and without a hitch, the ceremony proceeded beautifully."
7162,ballad,The old sailor sang a mournful ballad about a lost love and a shipwreck.
7162,ballad,"Her latest album features several power ballads, perfect for singing along in the car."
7162,ballad,The professor argued that the ballad form was crucial to understanding early English literature.
7162,ballad,"He tried to impress her by writing a romantic ballad, but it ended up being quite cheesy."
7162,ballad,"Despite its upbeat tempo, the song's lyrics tell a sad ballad of unrequited affection."
7163,jingle,I can't get that annoying advertisement jingle out of my head; it's been stuck there all day.
7163,jingle,The Salvation Army bell ringer's jingle was a familiar sound of the holiday season.
7163,jingle,"She composed a catchy jingle for the local bakery, hoping to attract more customers."
7163,jingle,The dog's collar had a small bell that would jingle whenever he moved.
7163,jingle,The antique shop was filled with the jingle of wind chimes and the ticking of old clocks.
7164,reddish,"The setting sun cast a reddish glow across the western horizon, painting the clouds with fiery hues."
7164,reddish,"After spending the day at the beach, her cheeks had a slightly reddish tint from the sun."
7164,reddish,"The soil in that region is known for its reddish color, due to the high iron content."
7164,reddish,He noticed a reddish discharge coming from the wound and decided to seek medical attention immediately.
7164,reddish,The artist carefully mixed the paints to achieve the perfect reddish-brown shade for the autumn leaves in his painting.
7165,mow,I need to mow the lawn this weekend before the neighbors start complaining.
7165,mow,He hired a landscaping company to mow his large property every two weeks.
7165,mow,"If you mow the grass too short, it can damage the roots and make it more susceptible to disease."
7165,mow,Could you please mow around the flower beds carefully so you don't accidentally cut any of the flowers?
7165,mow,The city ordinance requires residents to mow their lawns regularly to prevent overgrowth and maintain a neat appearance.
7166,diversion,The magician used a clever diversion to distract the audience while he prepared his next trick.
7166,diversion,"After the accident, police set up a diversion to redirect traffic away from the area."
7166,diversion,"I needed a diversion from work, so I went for a long walk in the park."
7166,diversion,The company's failed attempt to launch the new product line was seen by some as a diversion tactic to draw attention away from the ongoing investigation.
7166,diversion,Let's find a good diversion for the kids to keep them entertained during the long car ride.
7167,quake,The small village was destroyed in the terrible quake.
7167,quake,Did you feel that little quake we just had?
7167,quake,The geologist warned that another quake could trigger a landslide in the unstable region.
7167,quake,"The news reported a major quake off the coast of Japan, causing a tsunami warning."
7167,quake,Her voice had a slight quake as she recounted the traumatic experience.
7168,horrified,I was horrified to learn about the extent of the environmental damage caused by the oil spill.
7168,horrified,She was horrified when she accidentally stepped on a spider in the garden.
7168,horrified,"The children were horrified by the scary monster in the movie, even though it was just a cartoon."
7168,horrified,He looked horrified when he realized he had forgotten his wallet at home before the fancy dinner.
7168,horrified,We were all horrified at the news of the sudden and unexpected tragedy.
7169,quiver,A slight quiver ran through her body as she stepped into the icy water.
7169,quiver,He felt a quiver of excitement as he waited to hear if he got the job.
7169,quiver,The archer reached for another arrow from his quiver.
7169,quiver,"Her voice held a slight quiver, betraying her nervousness despite her confident demeanor."
7169,quiver,The leaves on the aspen tree quiver in the slightest breeze.
7170,shooting,"The movie crew is shooting on location downtown next week, so expect some traffic delays."
7170,shooting,"After the shooting at the school, the community came together to support the victims and their families."
7170,shooting,"He's been shooting hoops every day, trying to improve his basketball skills before the tryouts."
7170,shooting,"The photographer was shooting a fashion editorial for a magazine, using natural light to capture the models' beauty."
7170,shooting,Police are investigating the circumstances surrounding the shooting that occurred late last night.
7171,windmill,The Dutch countryside is famous for its picturesque windmills.
7171,windmill,We drove past a large wind farm filled with modern windmills generating electricity.
7171,windmill,The old windmill had been converted into a charming bed and breakfast.
7171,windmill,He dreams of one day restoring the dilapidated windmill on his property to its former glory.
7171,windmill,The blades of the windmill spun rapidly in the strong coastal breeze.
7172,arc,The baseball followed a high arc before landing in the stands.
7172,arc,"The detective traced the suspect's movements, following the arc of their journey across the city."
7172,arc,The rainbow formed a perfect arc across the sky after the rain.
7172,arc,"The speaker gestured with a sweeping arc of his hand, emphasizing the vastness of the project."
7172,arc,The novel follows the character's emotional arc from naive optimism to jaded cynicism.
7173,rotate,"The Earth takes 24 hours to rotate on its axis, giving us day and night."
7173,rotate,We should rotate the crops each year to prevent the soil from becoming depleted.
7173,rotate,Could you rotate the painting slightly to the left; it looks a little crooked.
7173,rotate,The company decided to rotate employees between different departments to broaden their skill sets.
7173,rotate,"In the army, soldiers rotate through various duties and responsibilities to gain experience."
7174,trailer,Did you see the trailer for the new superhero movie? It looks amazing!
7174,trailer,We need to rent a trailer to haul all of our camping gear to the lake this weekend.
7174,trailer,"The film's trailer gave away too much of the plot, which unfortunately lessened the impact of seeing the full movie."
7174,trailer,"My uncle lives in a mobile home, but he prefers to call it a trailer."
7174,trailer,The trucking company is looking for drivers who are experienced in hauling double trailers.
7175,rumble,I could hear the rumble of distant thunder as the storm approached.
7175,rumble,"My stomach began to rumble loudly during the meeting, which was incredibly embarrassing."
7175,rumble,The old bridge would rumble and shake whenever a heavy truck drove across it.
7175,rumble,There was a low rumble of discontent among the workers regarding the new company policies.
7175,rumble,"Rumors of a gang rumble circulated throughout the neighborhood, creating a tense atmosphere."
7176,nightfall,"We need to reach the campsite before nightfall, or we'll have to set up in the dark."
7176,nightfall,"As nightfall approached, the temperature began to drop significantly."
7176,nightfall,The city lights twinkled to life as nightfall painted the sky with shades of purple and orange.
7176,nightfall,"The hikers hurried down the mountain, anxious to avoid being caught on the trail after nightfall."
7176,nightfall,"According to the ancient legend, the creature only appears after nightfall on the eve of the summer solstice."
7177,scrub,I need to scrub the bathtub; it's starting to get grimy.
7177,scrub,The surgeon had to scrub in thoroughly before the operation.
7177,scrub,Let's scrub this project and start over with a fresh approach.
7177,scrub,"After the kids finished playing in the mud, I had to scrub their clothes to get them clean."
7177,scrub,The company decided to scrub the planned product launch due to unforeseen technical difficulties.
7178,dough,I need to buy some pizza dough from the store so we can make homemade pizzas tonight.
7178,dough,"The baker carefully kneaded the dough, preparing it for a fresh batch of sourdough bread."
7178,dough,"He made a lot of dough selling his startup, and now he's planning a long vacation."
7178,dough,"Before putting the cookies in the oven, make sure to chill the dough for at least 30 minutes; it helps them keep their shape."
7178,dough,She was covered in flour after accidentally ripping the bag of dough open.
7179,shove,He had to shove his way through the crowded train station to make his connection.
7179,shove,Don't shove! There's plenty of room for everyone to get on the bus.
7179,shove,I'll just shove these papers into my briefcase and deal with them later.
7179,shove,"The opposing player gave him a shove that sent him sprawling onto the ice, resulting in a penalty."
7179,shove,"Despite the evidence, the company tried to shove the blame for the accident onto its contractors."
7180,honorary,She received an honorary doctorate from Yale for her contributions to environmental science.
7180,honorary,"He served as an honorary chairman of the fundraising committee, lending his name and reputation to the cause."
7180,honorary,"Although he's not a full member, he has an honorary membership at the golf club, allowing him to play a few times a year."
7180,honorary,The university bestowed an honorary degree upon the visiting dignitary during the commencement ceremony.
7180,honorary,My aunt was made an honorary member of the historical society after dedicating years to researching local history.
7181,platinum,She received a beautiful platinum ring for their 25th wedding anniversary.
7181,platinum,The company offers a platinum-level service package with premium features and dedicated support.
7181,platinum,"This artist's latest album has already gone platinum, selling over a million copies."
7181,platinum,"Investing in platinum can be a good way to diversify your portfolio, but be sure to research the market first."
7181,platinum,"Honestly, trying to get that promotion feels like trying to find a needle in a platinum haystack!"
7182,badge,He wore his conference badge prominently on his lapel so people would know his name.
7182,badge,"As a park ranger, she carries a badge and has the authority to enforce regulations."
7182,badge,Earning that merit badge in first aid was a real accomplishment for him.
7182,badge,Show me your badge if you want me to believe you're actually a police officer.
7182,badge,"The company introduced a new employee recognition program, awarding digital badges for specific skills and contributions."
7183,vegetarian,My sister became a vegetarian after learning about the environmental impact of meat production.
7183,vegetarian,"Are there any vegetarian options on the menu, or should I just order a salad?"
7183,vegetarian,"The restaurant caters to a diverse clientele, offering both meat-based dishes and creative vegetarian entrees."
7183,vegetarian,"As a vegetarian, I always appreciate when restaurants clearly label their menu items to indicate which ones are suitable for me."
7183,vegetarian,"While I'm not strictly vegetarian, I try to incorporate more plant-based meals into my diet each week."
7184,shudder,A cold gust of wind made her shudder involuntarily.
