number,word,example
11228,forage,Many animals forage at night to avoid predators and the heat of the day.
11228,forage,The company is constantly foraging for new talent and innovative ideas to stay ahead of the competition.
11229,garnish,Could you garnish my salad with a few cherry tomatoes and a sprig of parsley?
11229,garnish,"The chef used a lemon twist to garnish the cocktail, making it look extra fancy."
11229,garnish,"For the potluck, I'm planning to garnish my deviled eggs with paprika and a sprinkle of dill."
11229,garnish,The lawsuit alleges that the company attempted to garnish the employee's wages without proper authorization.
11229,garnish,"While the presentation was excellent, the dish lacked flavor and relied too heavily on the edible flowers used to garnish it."
11230,pheasant,"The farmer released several pheasant chicks into the field, hoping to bolster the local population."
11230,pheasant,We saw a beautiful pheasant strutting across the lawn this morning; its colors were quite striking.
11230,pheasant,"For Thanksgiving, my uncle is planning to cook a roasted pheasant stuffed with wild rice and cranberries."
11230,pheasant,"Hunting pheasant requires a good dog and a lot of patience, as they are notoriously skittish birds."
11230,pheasant,"The restaurant's menu featured a pan-seared pheasant breast with a creamy mushroom sauce, which I decided to try."
11231,persimmon,"I'm thinking of planting a persimmon tree in my backyard, but I've heard they can be quite messy when the fruit drops."
11231,persimmon,"The farmer's market had a beautiful display of ripe persimmons, their orange skins glowing in the autumn sun."
11231,persimmon,She used the puree of a Hachiya persimmon to make a delicious and naturally sweet pudding.
11231,persimmon,"While I appreciate the sentiment, I'm not a big fan of persimmon jam; it's a little too astringent for my taste."
11231,persimmon,"The research paper explored the potential health benefits of consuming persimmon fruit, particularly its high antioxidant content."
11232,grate,Please grate the cheese finely for the topping on the pasta.
11232,grate,The sound of his constant complaining began to grate on my nerves.
11232,grate,Did you remember to grate the ginger for the stir-fry?
11232,grate,The rusty gate seemed to grate against the stone wall every time it opened.
11232,grate,His arrogant attitude started to grate on the team during the long project.
11233,squid,"We ordered calamari at the restaurant, which is essentially fried squid."
11233,squid,The scuba divers were amazed to see a giant squid swimming gracefully through the deep ocean.
11233,squid,Researchers are studying the complex nervous system of the squid to better understand brain function.
11233,squid,"For dinner, I'm planning to make a pasta dish with fresh squid and a spicy tomato sauce."
11233,squid,"The fisherman hauled in his net, hoping for a good catch of tuna, but it was mostly filled with small squid."
11234,hiccup,I got the hiccups after drinking that soda too quickly.
11234,hiccup,"The project launch went smoothly, with only a minor hiccup in the server migration."
11234,hiccup,She had a nervous hiccup right before going on stage.
11234,hiccup,"Despite the initial hiccup, the negotiations concluded successfully."
11234,hiccup,He's had the hiccups for hours; maybe we should try to find a remedy online.
11235,glutton,He's such a glutton for punishment; he keeps taking on more work even when he's already overwhelmed.
11235,glutton,"I felt like a glutton after eating three slices of pizza, but it was just so delicious!"
11235,glutton,"The restaurant critic described the diner as a 'glutton's paradise' with its enormous portions and rich, decadent desserts."
11235,glutton,"She accused him of being a glutton for attention, always trying to be the center of every conversation."
11235,glutton,"While I enjoy a good meal, I try not to be a glutton and practice mindful eating."
11236,hoist,We had to hoist the sail manually because the winch was broken.
11236,hoist,The construction crew used a crane to hoist the steel beams into place.
11236,hoist,Could you help me hoist this heavy box into the attic?
11236,hoist,"During the ceremony, they will hoist the national flag to the top of the flagpole."
11236,hoist,The climbers managed to hoist themselves over the last obstacle and reach the summit.
11237,charlatan,"The self-proclaimed guru turned out to be a charlatan, preying on vulnerable people with empty promises."
11237,charlatan,Don't trust that online course; many of them are run by charlatans who know nothing about the subject.
11237,charlatan,"The journalist exposed the celebrity doctor as a charlatan, revealing his fabricated credentials and dangerous medical advice."
11237,charlatan,"He was a smooth-talking charlatan, able to convince anyone of anything, but his lies eventually caught up with him."
11237,charlatan,"Some people see politicians as charlatans, making grand claims to get elected but failing to deliver on their promises."
11238,impersonate,"The comedian was famous for his ability to impersonate celebrities, especially politicians."
11238,impersonate,"Be careful not to impersonate a police officer online, as that's a serious crime."
11238,impersonate,"During the role-playing exercise, she tried to impersonate a demanding CEO, but it didn't quite come across."
11238,impersonate,He was asked to leave the party after he started to impersonate his boss in a disrespectful manner.
11238,impersonate,The scammer attempted to impersonate a bank employee to gain access to her account information.
11239,terminology,The legal document was difficult to understand because of the complex terminology used.
11239,terminology,"Before starting the course, it's helpful to familiarize yourself with the basic terminology of computer science."
11239,terminology,I'm confused by some of the terminology in this report; could you explain what 'KPI' and 'ROI' mean?
11239,terminology,"Each profession has its own specific terminology, which can make it hard for outsiders to understand their discussions."
11239,terminology,"While the concept is simple, the scientific terminology can sometimes make it seem more complicated than it actually is."
11240,nave,"The bride walked slowly down the nave, her eyes fixed on the groom."
11240,nave,"Sunlight streamed through the stained-glass windows, illuminating the dust motes dancing in the nave."
11240,nave,The architect designed the nave with high ceilings to create a sense of grandeur and spiritual uplift.
11240,nave,"We found seats near the front of the nave, hoping to get a better view of the choir."
11240,nave,"The sound of the organ reverberated throughout the nave, filling the church with its powerful music."
11241,inscribe,The jeweler offered to inscribe our initials on the inside of the wedding bands.
11241,inscribe,Archaeologists discovered ancient symbols inscribed on the walls of the hidden chamber.
11241,inscribe,"Before donating the bench to the park, the family decided to inscribe a memorial message to their late grandmother."
11241,inscribe,Please inscribe your name and contact information clearly on the sign-up sheet.
11241,inscribe,The university seal is traditionally inscribed with the motto 'Veritas et Sapientia'.
11242,gilt,"The museum displayed a collection of antique mirrors, each framed in ornate gilt."
11242,gilt,She added a touch of glamour to the room by placing a small gilt vase on the mantelpiece.
11242,gilt,"The edges of the invitation were delicately gilt, giving it an elegant feel."
11242,gilt,"He inherited a set of gilt-edged books from his grandfather, which he kept locked in a glass case."
11242,gilt,"Although the promise of quick riches seemed appealing, she knew it was just a gilt veneer hiding a risky investment."
11243,infatuation,His infatuation with the actress was a constant topic of conversation among his friends.
11243,infatuation,I think it's just an infatuation; she'll get over him in a few weeks.
11243,infatuation,The professor warned against letting infatuation cloud our judgment when analyzing historical figures.
11243,infatuation,Her initial infatuation with Italy quickly faded when she realized she couldn't speak the language.
11243,infatuation,"Teenage infatuation can be intense, but it's rarely a lasting love."
11244,jostle,Reporters began to jostle each other to get closer to the celebrity.
11244,jostle,I had to jostle my way through the crowded subway car to reach the exit.
11244,jostle,"The opposing players jostled for position near the basket, hoping to grab the rebound."
11244,jostle,Don't jostle the table; you'll spill the drinks!
11244,jostle,New companies are constantly jostling for market share in the tech industry.
11245,resplendent,"The bride looked resplendent in her white gown, adorned with delicate lace and shimmering pearls."
11245,resplendent,"As the sun set, the mountains were resplendent with hues of orange, pink, and gold."
11245,resplendent,"The palace, recently renovated, was resplendent with its polished marble floors and gleaming chandeliers."
11245,resplendent,"After a thorough cleaning, the antique car was resplendent, looking as if it had just rolled off the assembly line."
11245,resplendent,"The peacock's resplendent plumage was a sight to behold, a dazzling display of vibrant colors."
11246,flippant,His flippant response to the tragedy showed a disturbing lack of empathy.
11246,flippant,I don't appreciate your flippant attitude towards such a serious matter; please take it seriously.
11246,flippant,The student's flippant remark about the teacher's appearance earned him a detention.
11246,flippant,"Despite the pressure, she maintained a flippant demeanor, cracking jokes to lighten the mood."
11246,flippant,"While some found his humor refreshing, others considered his constant flippant comments inappropriate for the solemn occasion."
11247,loiter,The police asked the teenagers to stop loitering in front of the convenience store.
11247,loiter,I don't want to loiter here; let's go grab a coffee somewhere.
11247,loiter,"Due to security concerns, anyone found loitering in the restricted area will be subject to questioning."
11247,loiter,"He was accused of loitering with intent to commit a crime, but the charges were eventually dropped."
11247,loiter,"After the concert, fans tended to loiter near the stage door, hoping to catch a glimpse of the band members."
11248,canteen,I usually grab lunch at the canteen; it's cheaper than going out.
11248,canteen,The soldiers filled their canteens with fresh water before embarking on the mission.
11248,canteen,The factory canteen offers a subsidized meal service for all employees.
11248,canteen,"During the conference, attendees can use the on-site canteen for coffee and snacks."
11248,canteen,She volunteered to help out in the school canteen on Wednesdays.
11249,morose,"After losing the game, the team captain was morose and refused to speak to the press."
11249,morose,"The constant rain had put everyone in a morose mood, making it difficult to get any work done."
11249,morose,"He sat alone in the corner, a morose figure shrouded in shadows, silently nursing his drink."
11249,morose,"Despite the cheerful atmosphere of the party, she remained morose, dwelling on a recent disappointment."
11249,morose,The aging king became increasingly morose as he contemplated his mortality and the future of his kingdom.
11250,lubricate,Remember to lubricate the door hinges; they're starting to squeak terribly.
11250,lubricate,The mechanic recommended that I lubricate the car's chassis to prevent rust and corrosion.
11250,lubricate,Properly lubricating the gears is essential for the smooth operation of the machinery.
11250,lubricate,"Before attaching the components, be sure to lubricate the threads with a suitable grease."
11250,lubricate,A little oil will lubricate the mechanism and stop it from sticking.
11251,lathe,The craftsman used a lathe to carefully shape the wooden legs for the table.
11251,lathe,He's saving up to buy a new lathe for his metalworking shop; the old one is starting to show its age.
11251,lathe,The intricate designs on the chess pieces were created using a precision lathe.
11251,lathe,"Before CNC machines, everything had to be turned on a manual lathe, requiring a high level of skill and experience."
11251,lathe,"My grandfather, a skilled machinist, could create almost anything with his trusty lathe."
11252,lunge,"The fencer made a quick lunge, scoring a point against his opponent."
11252,lunge,I had to lunge forward to catch the glass before it fell off the table.
11252,lunge,"Seeing the snake, he instinctively took a step back, nearly losing his balance as he stumbled in a clumsy lunge."
11252,lunge,"The dog made a playful lunge at the ball, wagging its tail excitedly."
11252,lunge,"In an effort to grab the last donut, he made a desperate lunge across the table, knocking over a glass of milk."
11253,bison,We saw a herd of bison grazing peacefully in Yellowstone National Park.
11253,bison,"The American bison, also known as the buffalo, is a symbol of the Great Plains."
11253,bison,Conservation efforts have helped to increase the bison population after it was nearly driven to extinction.
11253,bison,"That bison burger was surprisingly delicious, much leaner than beef."
11253,bison,Researchers are studying the genetic diversity of bison to better understand their evolutionary history and resilience.
11254,javelin,The Olympic javelin thrower trained rigorously every day to improve his distance.
11254,javelin,She accidentally stepped on a javelin while walking across the athletic field.
11254,javelin,I'm thinking of taking up javelin as a new hobby; it looks quite challenging.
11254,javelin,"The museum displayed an ancient javelin, showcasing the craftsmanship of that era."
11254,javelin,"The athlete's powerful throw sent the javelin soaring through the air, landing just shy of the record."
11255,escapade,The teenagers' late-night escapade to the abandoned amusement park ended with a stern talking-to from their parents.
11255,escapade,Her weekend escapade in Las Vegas was full of unexpected adventures and questionable decisions.
11255,escapade,"The company president tried to downplay the accounting error as a minor escapade, but the shareholders were not convinced."
11255,escapade,"After their hiking escapade in the mountains, they were exhausted but filled with a sense of accomplishment."
11255,escapade,"He recounted his youthful escapades with a twinkle in his eye, stories of daring pranks and close calls."
11256,molest,The reporter promised not to molest the grieving family with intrusive questions.
11256,molest,"If anyone should molest you, don't hesitate to call the authorities immediately."
11256,molest,The company's aggressive marketing tactics could be seen as a way to molest potential customers into buying their product.
11256,molest,I hope that pesky fly doesn't molest me while I'm trying to enjoy my picnic.
11256,molest,The lawyer argued that the defendant's actions did not rise to the level of harassment or molest.
11257,cessation,The cessation of hostilities was met with cautious optimism by both sides.
11257,cessation,"After the cessation of her medication, her symptoms unfortunately returned."
11257,cessation,The company announced the cessation of production at the factory due to declining sales.
11257,cessation,We are hoping for a complete cessation of the rain by this afternoon so we can have the picnic.
11257,cessation,"A temporary cessation of breathing, known as sleep apnea, can be a serious health concern."
11258,pelt,The children began to pelt each other with snowballs during the winter storm.
11258,pelt,"As the protestors marched, some individuals started to pelt the police officers with rocks and bottles."
11258,pelt,"The heavy rain began to pelt against the windows, making it difficult to see outside."
11258,pelt,The farmer worried that the hail would pelt his crops and ruin the harvest.
11258,pelt,"He managed to survive in the wilderness for months, using animal pelts to stay warm and make clothing."
11259,haggard,"After pulling three all-nighters to finish the project, she looked utterly haggard."
11259,haggard,The detective's haggard face told a story of sleepless nights and relentless pursuit of the suspect.
11259,haggard,"He arrived at the airport, looking haggard and disheveled after his transatlantic flight."
11259,haggard,"The long illness had left her frail and haggard, a shadow of her former self."
11259,haggard,"""You look haggard, Sarah,"" John said with concern. ""Are you getting enough sleep?"""
11260,plod,"Despite the pouring rain, the hikers continued to plod along the muddy trail, determined to reach their destination."
11260,plod,He had to plod through piles of paperwork before he could finally leave the office for the day.
11260,plod,"The old horse, weary from years of service, began to plod slowly up the hill, his head hanging low."
11260,plod,"After the team lost their star player, they just seemed to plod through the rest of the season, lacking any real enthusiasm."
11260,plod,"Even though the project was tedious, she knew she had to plod through it, step by step, if she wanted to finish on time."
11261,glacial,"The investigation into the accounting irregularities proceeded at a glacial pace, much to the frustration of the shareholders."
11261,glacial,Progress on the new software feature has been glacial; we're way behind schedule.
11261,glacial,"He gave me a glacial stare when I accidentally bumped into him, making me feel instantly guilty."
11261,glacial,"Despite the urgency of the situation, the bureaucratic process moved at a glacial speed."
11261,glacial,"The glacial landscape of Iceland is breathtaking, with its vast ice fields and towering mountains."
11262,vulture,"The media acted like a vulture, circling the scandal and waiting for any juicy details to emerge."
11262,vulture,"We saw a vulture soaring high above the desert, probably looking for carrion."
11262,vulture,"Some investors are like vultures, preying on struggling companies to make a quick profit."
11262,vulture,"The old, dilapidated building was a haven for pigeons and, unfortunately, the occasional vulture."
11262,vulture,He felt like a vulture after inheriting his uncle's fortune so soon after his passing.
11263,pounce,"The cat waited patiently, then suddenly decided to pounce on the unsuspecting mouse."
11263,pounce,"Critics were quick to pounce on the politician's misstatement, highlighting its potential consequences."
11263,pounce,"As soon as the opportunity arose, the company decided to pounce and acquire their smaller competitor."
11263,pounce,"The goalkeeper anticipated the shot and was ready to pounce, deflecting the ball away from the goal."
11263,pounce,"Seeing the loose thread, my toddler decided to pounce on it and unravel half my sweater."
11264,talon,"The hawk swooped down, its talon outstretched, ready to snatch the unsuspecting field mouse."
11264,talon,"The antique table had a leg carved to resemble an eagle's talon, gripping a ball."
11264,talon,"She clutched the railing with a talon-like grip, terrified of the height."
11264,talon,The gargoyle's stone talon was chipped and weathered after centuries of exposure.
11264,talon,Analysts fear that inflation's talon will continue to tighten its grip on the economy in the coming months.
11265,wicker,We packed a picnic lunch and carried it in a large wicker basket to the park.
11265,wicker,The porch was decorated with comfortable wicker chairs and a small side table.
11265,wicker,"I love the look of wicker furniture, but it's not always the most durable option for outdoor use."
11265,wicker,She carefully placed the delicate porcelain dolls in a wicker trunk for safekeeping during the move.
11265,wicker,The artisan demonstrated the intricate process of weaving the thin reeds together to create a beautiful wicker lampshade.
11266,sleigh,The children were bundled up warmly for a sleigh ride through the snowy woods.
11266,sleigh,We could hear the distant sound of sleigh bells jingling as it approached the village.
11266,sleigh,"He dreamed of a white Christmas, complete with a horse-drawn sleigh and carolers."
11266,sleigh,"The antique sleigh, meticulously restored, was the centerpiece of the holiday display."
11266,sleigh,"Unfortunately, the lack of snow meant the annual sleigh race had to be cancelled."
11267,pout,"She tends to pout when she doesn't get her way, which I find a bit childish."
11267,pout,"He gave a little pout and crossed his arms, clearly unhappy with the decision."
11267,pout,"The child's lower lip began to tremble, and a pout formed as she realized she wouldn't be getting any ice cream."
11267,pout,"Despite the manager's best efforts to mediate, the negotiation ended with the union representative wearing a visible pout, signaling their dissatisfaction."
11267,pout,"Instead of discussing the issue calmly, she just sat there with a dramatic pout, refusing to participate in the conversation."
11268,mackerel,"We grilled mackerel for dinner last night, and it was surprisingly delicious with a squeeze of lemon."
11268,mackerel,"The fisherman hauled in a net full of mackerel, a good catch for the day's work."
11268,mackerel,I'm trying to incorporate more oily fish like mackerel into my diet for the omega-3 benefits.
11268,mackerel,The chef recommended the pan-seared mackerel with a fennel and orange salad as a seasonal specialty.
11268,mackerel,"A strong, fishy odor permeated the air near the docks, likely due to the large shipment of mackerel being unloaded."
11269,nook,She curled up in the window nook with a good book and a cup of tea.
11269,nook,"The antique shop was full of interesting nooks and crannies, each filled with unique treasures."
11269,nook,He found a quiet nook in the library to study for his exams.
11269,nook,Our website has a helpful FAQ nook where you can find answers to common questions.
11269,nook,"The small cafe had a cozy nook in the back, perfect for a private conversation."
11270,purr,The kitten began to purr contentedly as I stroked its soft fur.
11270,purr,"As the vintage car's engine warmed up, it emitted a low, satisfying purr."
11270,purr,She could hear the gentle purr of the refrigerator in the otherwise silent kitchen.
11270,purr,"The therapist encouraged her to find activities that made her 'soul purr,' things that brought her deep joy and satisfaction."
11270,purr,"Wrapped in a warm blanket and listening to the rain, she felt a deep sense of peace purr through her."
11271,condolence,Please accept my sincere condolence for your loss; I can't imagine how difficult this time must be.
11271,condolence,I wanted to express my condolence to the entire team on the passing of Mr. Henderson; he was a valued colleague and a friend to many.
11271,condolence,"She sent a letter of condolence to the bereaved family, expressing her sympathy and offering support."
11271,condolence,My deepest condolence to you and your family on the passing of your grandmother; she was a truly remarkable woman.
11271,condolence,"Words can't express how sorry I am for your loss, please accept my condolence."
11272,bereaved,The bereaved family requested privacy as they grieved their sudden loss.
11272,bereaved,Supporting bereaved parents is a crucial aspect of hospice care.
11272,bereaved,"After the accident, she felt bereaved of not only her husband but also her future."
11272,bereaved,"He joined a support group for the bereaved, hoping to find solace and understanding."
11272,bereaved,Are you going to visit Mrs. Henderson? I heard she's recently bereaved.
11273,quaver ,A slight quaver in her voice betrayed her nervousness as she began her presentation.
11273,quaver ,His hands continued to quaver even after he'd calmed down from the shock.
11273,quaver ,"The high note in the soprano's aria had a beautiful, almost imperceptible quaver, adding to its emotional impact."
11273,quaver ,"""Are you alright?"" he asked, noticing the quaver in her lower lip."
11273,quaver ,The old wooden bridge seemed to quaver under the weight of the passing truck.
11274,lattice,The climbing roses were trained to grow along a decorative lattice on the garden wall.
11274,lattice,Scientists are studying the crystal lattice structure of the new material to understand its unique properties.
11274,lattice,"Sunlight streamed through the lattice window, casting intricate patterns on the floor."
11274,lattice,"We need to replace the old, rotting lattice under the porch with something more durable."
11274,lattice,The security guard carefully examined the magnetic lattice of the ID card to verify its authenticity.
11275,ransack,"The burglars ransacked the apartment, leaving drawers open and valuables scattered everywhere."
11275,ransack,"After the tornado, people returned to find their homes ransacked by the storm's powerful winds."
11275,ransack,"The detective carefully examined the ransacked office, searching for clues about the motive behind the break-in."
11275,ransack,Don't ransack your brain trying to remember her name; it'll come to you eventually.
11275,ransack,The protesters threatened to ransack the government building if their demands were not met.
11276,otter,"We saw an otter playfully swimming in the river, diving down and then popping back up with a fish."
11276,otter,The zookeeper explained that river otters are quite social animals and live in family groups.
11276,otter,"That sleek, dark fur coat looks just like otter fur, but I doubt it's real."
11276,otter,"I've always wanted to see an otter up close, maybe I'll visit the aquarium this weekend."
11276,otter,Conservation efforts are crucial to protect the dwindling otter populations in this region due to habitat loss.
11277,recoil,He recoiled in horror when he saw the gruesome accident.
11277,recoil,"The market seemed to recoil from the initial positive news, leading to a period of uncertainty."
11277,recoil,I recoiled at the thought of having to clean the dirty oven.
11277,recoil,The rifle recoiled sharply against his shoulder after he fired.
11277,recoil,"Many people recoil from the idea of eating insects, despite their potential as a sustainable food source."
11278,hedgehog,"We saw a hedgehog scuttling across the lawn last night, probably looking for insects."
11278,hedgehog,"The children were delighted to find a small, prickly hedgehog hiding under a bush in the garden."
11278,hedgehog,Hedgehog populations are declining in many areas due to habitat loss and pesticide use.
11278,hedgehog,I'm thinking of building a hedgehog house in the backyard to provide them with a safe place to hibernate during the winter.
11278,hedgehog,The wildlife rescue center is currently caring for several injured hedgehogs before releasing them back into the wild.
11279,tempestuous,"Their tempestuous relationship was marked by dramatic highs and lows, often leaving their friends exhausted."
11279,tempestuous,"The ship battled through a tempestuous sea, waves crashing over the deck and threatening to capsize it."
11279,tempestuous,"The artist's tempestuous personality often clashed with gallery owners, making it difficult for him to showcase his work."
11279,tempestuous,"After a tempestuous debate, the committee finally reached a compromise on the proposed regulations."
11279,tempestuous,"The political climate has become increasingly tempestuous in recent months, with accusations and counter-accusations flying from all sides."
11280,ruffle,"The unexpected question seemed to ruffle his feathers, and he hesitated before answering."
11280,ruffle,"I love the way the wind can ruffle the surface of the lake, creating a beautiful shimmering effect."
11280,ruffle,She added a small ruffle to the edge of the skirt for a touch of femininity.
11280,ruffle,Don't let his gruff exterior ruffle you; he's actually a very kind and helpful person.
11280,ruffle,The company's decision to change its pricing structure caused quite a ruffle among its loyal customers.
11281,surly ,The cashier gave me a surly look when I asked her to check the price of an item.
11281,surly ,"Despite my attempts to be friendly, the old man remained surly and uncommunicative."
11281,surly ,His surly attitude was making it difficult for the team to collaborate effectively.
11281,surly ,"After losing the game, the coach gave a surly press conference, barely answering any questions."
11281,surly ,I knew he was in a bad mood when he greeted me with a surly grunt instead of a hello.
11282,scowl,"He shot a scowl at the noisy children, clearly annoyed by their boisterous play."
11282,scowl,A deep scowl etched itself onto her face as she read the negative review of her performance.
11282,scowl,"Instead of answering, Mark just gave a dismissive scowl and turned away."
11282,scowl,The bartender's scowl warned him that he'd had one too many.
11282,scowl,"Despite the sunshine, a permanent scowl seemed to be fixed upon the old man's features."
11283,antic,"The puppy, full of antic energy, tore through the living room, scattering toys everywhere."
11283,antic,"His antic behavior in class was distracting, and the teacher asked him to settle down."
11283,antic,"Despite the seriousness of the situation, a touch of antic humor crept into her voice as she described the mishap."
11283,antic,The comedian's antic performance had the audience roaring with laughter.
11283,antic,"She was in an antic mood, suggesting silly and outlandish plans for the weekend."
11284,scrabble,I could hear the squirrels scrabble at the bird feeder outside my window.
11284,scrabble,We had to scrabble to find enough chairs for all the guests when more people showed up than we expected.
11284,scrabble,"The climbers had to scrabble up the steep rock face, using every handhold they could find."
11284,scrabble,"In the final round of the spelling bee, it was a scrabble to remember the correct spelling of 'onomatopoeia'."
11284,scrabble,"Despite the team's efforts to scrabble back into the game, they ultimately lost by a significant margin."
11285,cot,We set up a cot in the spare room for when my nephew comes to visit.
11285,cot,The summer camp provides each child with a simple cot and a locker for their belongings.
11285,cot,"During the flu outbreak, the hospital had to use cots in the hallways to accommodate all the patients."
11285,cot,"After the earthquake, the community center was transformed into a temporary shelter with rows of cots."
11285,cot,"The small child was tired and cranky, so his mother laid him down on the cot for a nap."
11286,padlock,"We need to buy a new padlock for the garden shed, as the old one rusted shut."
11286,padlock,"The storage unit required a heavy-duty padlock, so I opted for one with a hardened steel shackle."
11286,padlock,"After the break-in, the manager decided to padlock the back entrance every night."
11286,padlock,"For security reasons, please remember to padlock your bicycle to the rack when you're not using it."
11286,padlock,"The old gate creaked ominously, but the sturdy padlock seemed to hold it securely in place."
11287,slacken,"As the car crested the hill, the driver could slacken his grip on the steering wheel a little."
11287,slacken,"After the initial rush of orders, the factory's production rate began to slacken."
11287,slacken,Please slacken the rope a bit; it's too tight around my wrist.
11287,slacken,"The company president warned that if sales did not improve, they would have to slacken their hiring efforts."
11287,slacken,"The rain began to slacken towards evening, allowing us to finally enjoy a walk outside."
11288,gradient,"The gradual gradient of the hill made it a pleasant walk, not too steep."
11288,gradient,"The sunset painted a beautiful gradient of colors across the sky, from fiery orange to deep violet."
11288,gradient,We need to analyze the temperature gradient across the reactor core to ensure stable operation.
11288,gradient,The website design features a subtle gradient in the background to add visual interest without being distracting.
11288,gradient,"There's a steep gradient in the learning curve for this software, so be patient with yourself as you get started."
11289,slither,"The snake began to slither across the sun-baked rocks, disappearing quickly into the tall grass."
11289,slither,I watched the slug slither slowly across the damp pavement after the rain.
11289,slither,He tried to slither out of the uncomfortable conversation by changing the subject.
11289,slither,"With a subtle, almost imperceptible movement, she seemed to slither through the crowd, avoiding any direct contact."
11289,slither,"The oil spill caused the car to slither uncontrollably on the wet road, leading to a minor accident."
11290,clump,A clump of seaweed washed up on the shore after the storm.
11290,clump,"The children gathered in a clump near the playground, excitedly discussing their plans."
11290,clump,I had to cut a clump of matted fur from the dog's back.
11290,clump,The recipe calls for a small clump of fresh herbs to be added to the sauce.
11290,clump,Researchers discovered a dense clump of galaxies billions of light-years away.
11291,snip,"Could you snip off that loose thread on my coat, please?"
11291,snip,The hairdresser gave my bangs a quick snip to even them out.
11291,snip,I'm going to snip some fresh herbs from the garden to add to the soup.
11291,snip,The company announced a snip in its marketing budget due to lower-than-expected sales.
11291,snip,"With a final snip of the ribbon, the mayor officially opened the new community center."
11292,whisker,"The old tomcat had a long, impressive whisker that twitched when he sensed danger."
11292,whisker,He won the game by a whisker; I thought I had him beat for sure.
11292,whisker,"After a week of camping, he definitely needed a shave; he was starting to grow a whisker."
11292,whisker,"The detective noticed a single cat whisker on the victim's jacket, which could be a crucial clue."
11292,whisker,"My grandfather always trimmed his whisker meticulously, keeping it neatly groomed."
11293,snooze,I hit the snooze button three times this morning and almost missed my train.
11293,snooze,"She likes to snooze on the couch after lunch, especially on weekends."
11293,snooze,The meeting was so dull that I had to fight the urge to snooze.
11293,snooze,"After a long day of hiking, all I wanted to do was snooze in my hammock."
11293,snooze,"The alarm offers a 'snooze' function, allowing users a few extra minutes of rest before fully waking."
11294,anteroom,Please wait in the anteroom; the doctor will see you shortly.
11294,anteroom,The bride and groom greeted guests in the anteroom before the reception began.
11294,anteroom,"Before entering the Oval Office, visitors are typically asked to pause in the anteroom for a moment."
11294,anteroom,The anteroom served as a buffer between the bustling conference hall and the quieter meeting space.
11294,anteroom,I left my umbrella in the anteroom by the coat rack so it wouldn't drip on the carpet.
11295,tongs,Could you pass me the tongs? I need to flip these sausages on the grill.
11295,tongs,The chef used tongs to delicately arrange the microgreens on the plate.
11295,tongs,Be careful when using the tongs to remove the hot charcoal from the barbecue.
11295,tongs,"For sanitary reasons, please use the tongs provided to serve yourself from the salad bar."
11295,tongs,The blacksmith used a pair of heavy-duty tongs to hold the red-hot metal as he hammered it into shape.
11296,squat,The hikers had to squat down to pass under the low-hanging branches of the tree.
11296,squat,I try to do at least three sets of ten squats every morning as part of my workout routine.
11296,squat,"Because the abandoned building was a known squat, the police regularly patrolled the area."
11296,squat,"The small village seemed to squat beneath the towering mountains, dwarfed by their imposing presence."
11296,squat,"He had to squat by the campfire to stir the stew, as there were no chairs nearby."
11297,squirt,"The ketchup bottle was nearly empty, and only a small squirt came out when I squeezed it."
11297,squirt,Be careful when you open that can of soda; it might squirt everywhere.
11297,squirt,The mechanic used a special tool to squirt oil into the engine's hard-to-reach parts.
11297,squirt,"As a playful prank, he tried to squirt his friend with a water gun during the picnic."
11297,squirt,"During the experiment, the scientist observed a controlled squirt of liquid through the micro-nozzle."
11298,aviary,"The zoo's aviary was filled with colorful birds from all over the world, creating a vibrant and noisy spectacle."
11298,aviary,We visited a local animal sanctuary that had a large aviary dedicated to rescuing and rehabilitating injured parrots.
11298,aviary,"Building an aviary in the backyard would be a dream, but I'm worried about the upkeep and potential noise complaints from the neighbors."
11298,aviary,The ornithologist carefully documented the behavior of various finch species within the controlled environment of the research aviary.
11298,aviary,"After the hurricane, many exotic birds escaped from the damaged aviary and were spotted in residential areas."
11299,antiseptic,"Before applying the bandage, make sure to clean the wound with an antiseptic to prevent infection."
11299,antiseptic,The hospital staff diligently maintained an antiseptic environment to minimize the risk of post-operative complications.
11299,antiseptic,She always carries antiseptic wipes in her purse for quick cleaning after touching potentially contaminated surfaces.
11299,antiseptic,The doctor recommended using an antiseptic mouthwash after my tooth extraction to promote healing.
11299,antiseptic,"While soap and water are good for general cleaning, an antiseptic is necessary to kill bacteria on a deeper level."
11300,stow,Please stow your luggage in the overhead compartment before takeoff.
11300,stow,Could you help me stow these groceries in the trunk?
11300,stow,The sailors had to stow the sails quickly as the storm approached.
11300,stow,I need to find a place to stow this box; it's too bulky to leave out.
11300,stow,She stowed her anxieties away and focused on the presentation.
11301,ballast,The ship took on ballast to improve its stability in the rough seas.
11301,ballast,"Figuratively speaking, her calm demeanor acted as a ballast, keeping the team grounded during the stressful project."
11301,ballast,We added some rocks as ballast to the hot air balloon to help it descend more quickly.
11301,ballast,"The political party's moderate wing provided a crucial ballast, preventing it from drifting too far to the extremes."
11301,ballast,"In some older fluorescent light fixtures, you'll find a ballast that regulates the current to the bulb."
11302,suffocate,The thick smoke began to suffocate the firefighters as they entered the burning building.
11302,suffocate,I felt like I was going to suffocate in the crowded subway car during rush hour.
11302,suffocate,"Don't overwater your plants, or their roots will suffocate and rot."
